objectid,geoid,opportunity_value,opportunity_text,globalid,fips,access,accessibility_text,livability_value,livability_text,economic_value,economic_text,education_value,education_text,environmental_value,environmental_text,namelsad,tractid,blkarea,peropsps,votp_ind,foodscr,avgrdscr,intacsc,tranratsc,avgcrsc,cosbusc,lifeexrts,utcscr,avgnuiscr,medhmva,avgtestper,avstmort,gradrt,perbacmo,jobscrrts,medhhinc,perstrg,umrt,dslpm,ozone,pm2_5,ptraf,toxrel,ldrsk,ptsdf,pnpl,prmp,pwdis,opspczsc,vtpazsc,fodsczsc,avrdzsc,intaczsc,transczsc,avcrzsc,cosbuzsc,lifzsc,utczsc,avnuzsc,mehmvzsc,teszsc,stumozsc,grdrtzsc,baatzsc,jobzsc,mehhinzsc,stugzsc,unrtzsc,dslpmzsc,ozonezsc,pm2_5zsc,ptrafzsc,toxrezsc,ldrskzsc,ptsdfzsc,pnplzsc,prmpzsc,pwdiszsc,modifier,Shape__Area,Shape__Length
108,530530615003,-0.17390516,Moderate,3453a816-f92f-4da6-8d23-f3a21344d735,530530615003,-0.04359873,Moderate,0.26194043,High,-0.3250476,Low,0.20551318,High,-0.96833308,Very Low,Block Group 3,53053061500,0.09544494,1.20408536,54.4,0.22129194,47.69545609,0.77034358,18.24465724,752.175,0.38610039,76.8,0.35,9,330000,0.34500002,0.13690001,0.92375382,0.41404011,2.33333333,46469,0.42016807,0.04245974,1.52180477,32.61063007,6.80502131,750.5960826,0.63105866,95.59287079,6.86995269,0.67194822,3.25098972,0.00088328,0.58819907,-0.29868407,-0.24893997,-0.82271156,-0.44453599,0.96508015,0.45754648,-0.30678094,-0.00899725,1.04837733,-0.13419428,0.54883374,-0.24091866,0.35961779,0.66255053,0.76003864,-0.23240508,-0.7293238,0.60551327,-0.26705174,2.05657661,-0.49494856,0.81456908,-0.0214243,0.85338095,1.03731553,2.26885979,1.57195647,2.14987767,1.08067911,,2661920.85888672,7204.88816308818
109,530530615004,-0.02119846,Moderate,e59a78c0-789a-4ac2-ac1b-d9655f561c82,530530615004,0.1996725,High,-0.05707347,Moderate,0.17026062,High,0.41059365,High,-0.82944558,Very Low,Block Group 4,53053061500,0.11032328,1.29467572,55.48060708,0.16630905,54.34275185,0.82017544,20.57594777,997.3,0.36,76.8,0.15,3.9,247100,0.45282873,0.10870908,0.92375377,0.38114754,3.38713151,56071,0.34044617,0.08948195,1.52180477,32.61063007,6.80502131,631.56034186,0.63105866,74.84657119,7.46563642,0.61340149,2.45735408,0.00072125,0.83339731,-0.19877237,-0.33297384,-0.26791889,-0.02577032,1.19007312,0.82087981,-0.41991182,-0.00899725,-0.40749384,-0.65609611,-0.18107786,0.3979257,-0.02966765,0.66254935,0.55223191,1.8885806,-0.38003816,0.14627516,0.68122482,2.05657661,-0.49494856,0.81456908,-0.14986365,0.85338095,0.21256337,2.57668994,1.28576193,1.40152106,0.80571854,,3078221.66107178,7860.37978346356
110,530530603002,0.51296499,Very High,6cbba98e-47ee-435a-acec-e484af1f42f5,530530603002,0.03399589,Moderate,0.30111086,High,0.37344048,High,0.39436772,High,1.46191002,Very High,Block Group 2,53053060300,1.27895916,0.78374248,64.82014388,0.54432039,57.50321068,0.87416107,2.23752294,224.85,0.38314176,78.6,0.14,5.4,373800,0.1564521,0.06484026,0.95017803,0.44641275,2.20537125,99286,0.25318066,0.03411514,0.50300563,32.24671895,6.50137978,138.74973674,0.48897768,62.57689042,0.18175333,0.1347049,0.14100739,0,-0.54953042,0.66475054,0.24476507,-0.00414255,0.42790192,-0.57976923,-0.32407411,-0.31960495,0.20619726,-0.48028739,-0.50259557,0.93448065,-1.35799387,-0.63544708,1.3354571,0.96456056,-0.48995511,1.19196547,-0.35641792,-0.43533363,-1.82067994,-1.89697006,-3,-0.68160539,-1.70617518,-0.27520774,-1.18738602,-1.0542551,-0.78267188,-0.41826844,,7514326.9274292,19074.3527781435
111,530530603003,0.55949996,Very High,595b05cc-b51f-4a39-a603-2006b5b58409,530530603003,0.55465056,Very High,0.13827418,High,0.31921132,High,0.37347271,High,1.41189101,Very High,Block Group 3,53053060300,0.30970138,1.32545873,69.20609463,0.44182913,74.28013423,0.87705957,2.07403179,443.4,0.29166667,78.6,0.14,8.3,288300,0.28660955,0.07976668,0.95017803,0.34375,2.42198582,74408,0.21253406,0.03322615,0.50300563,32.24671895,6.50137978,270.79111282,0.48897768,76.24385014,0.15997716,0.12366781,0.12746205,0,0.91671674,1.07027053,0.08812111,1.39608312,0.45225964,-0.59554777,-0.00013122,-0.71609939,0.20619726,-0.48028739,-0.20582787,0.18167676,-0.58686016,-0.42932995,1.33545708,0.31596397,-0.05397372,0.28699483,-0.59056273,-0.45326144,-1.82067994,-1.89697006,-3,-0.53913298,-1.70617518,0.26811105,-1.19863925,-1.10820778,-0.79544442,-0.41826844,,4419589.49316406,9958.28212539956
112,530530604004,0.74260877,Very High,5d3b583a-abbe-4dd3-a50f-bf28021e3a77,530530604004,0.00106067,Moderate,0.67958449,Very High,0.80222883,Very High,1.27974845,Very High,0.9504214,Very High,Block Group 4,53053060400,0.1311157,1.11225665,68.90909091,0.04613442,60.08652265,0.7037037,7.5572117,98.625,0,81.8,0.2,12,405500,0.69250008,0.05120466,0.94053998,0.51333333,3.58536585,81429,0.18024263,0.07541899,0.69701794,32.41168366,6.64219891,65.08084641,0.50419528,84.34701739,0.22966247,0.15823259,0.16679267,0,0.33964907,1.04280991,-0.51664442,0.21146431,-1.00454907,-0.06636578,-0.51116946,-1.98031465,0.58876527,-0.04352605,0.17280679,1.21359039,1.81788788,-0.82373953,1.090019,1.38734738,2.28756801,0.54239313,-0.77657753,0.39762335,-1.08232492,-1.26141908,-1.24716235,-0.76109398,-1.43203375,0.59024583,-1.16262812,-0.93924447,-0.75835771,-0.41826844,,3672955.98309326,9078.36176981539
113,530530604003,0.71662364,Very High,2b87e28b-e2bd-4898-90c3-7126ea0147a4,530530604003,0.4690982,Very High,0.2629387,High,0.96225836,Very High,0.97604596,Very High,0.91277698,Very High,Block Group 3,53053060400,0.14158091,1.23273295,70.04830918,0.06737514,74.5620787,0.8700565,4.84488353,97.825,0.24193548,81.8,0.17,15.3,303700,0.64026444,0.05554877,0.94558108,0.35920852,4,72917,0.17491369,0.06517312,0.69701794,32.41168366,6.64219891,107.10899901,0.50419528,94.08102706,0.24946723,0.17217712,0.17591568,0,0.66573866,1.14814073,-0.48418086,1.4196146,0.39340881,-0.32813272,-0.51235525,-0.93165683,0.58876527,-0.26190672,0.51050797,0.31726951,1.50841146,-0.76375221,1.21839324,0.4136269,3,0.2327577,-0.8072749,0.19099915,-1.08232492,-1.26141908,-1.24716235,-0.71574568,-1.43203375,0.97721342,-1.15239367,-0.8710793,-0.7497552,-0.41826844,,3933859.76501465,8023.78385978767
114,530530604005,0.84455062,Very High,9b7ae732-614c-4470-b75d-847ea2cfc076,530530604005,0.24649353,High,0.60688533,Very High,1.28825799,Very High,1.15856657,Very High,0.92254971,Very High,Block Group 5,53053060400,0.16426222,1.15459721,69.36236392,0.15191409,55.72136996,0.91566265,4.8375526,114.525,0.13043478,81.8,0.19,2.5,320700,0.69250006,0.05120385,0.94052293,0.43667546,3.11428571,98750,0.05156538,0,0.69701794,32.41168366,6.64219891,76.16156649,0.50419528,95.68797166,0.2133986,0.14980339,0.15928649,0,0.454251,1.08471901,-0.35497458,-0.15285748,0.77666346,-0.32884023,-0.48760189,-1.41495131,0.58876527,-0.1163196,-0.79936327,0.46694981,1.81788781,-0.82375078,1.08958479,0.90304288,1.33942229,1.17246775,-1.51782305,-1.12331887,-1.08232492,-1.26141908,-1.24716235,-0.74913791,-1.43203375,1.04109619,-1.17103277,-0.980449,-0.76543564,-0.41826844,,4571979.4185791,10918.9039709588
115,530530605001,0.87647778,Very High,b737b96c-7d4b-4282-86d4-fcdaa2ba1ad3,530530605001,0.63491142,Very High,0.81341455,Very High,1.51317251,Very High,0.83838483,Very High,0.58250558,High,Block Group 1,53053060500,0.55687178,1.47655419,78.33827893,0.11513824,52.21217601,0.97607656,9.71341426,362.75,0.475,81.3,0.4,6.8,556000,0.41768251,0.06013903,0.92375375,0.57879656,3.05319149,165875,0.06857143,0.03505535,0.78480849,32.50653464,6.72018852,98.4921032,0.533126,88.22103336,1.18368224,0.21263895,0.29104029,0,1.32568231,1.91462187,-0.41118146,-0.44573975,1.28435613,0.14172944,-0.11967363,0.0785502,0.52898902,1.41234512,-0.3593284,2.53870132,0.18969758,-0.70036591,0.6625488,1.80092704,1.21645759,3,-1.41985967,-0.41637279,-0.74821932,-0.89599161,-0.2596223,-0.7250433,-0.91085344,0.74425417,-0.66962147,-0.67328935,-0.64119875,-0.41826844,,8540315.30499268,16508.3910916325
116,530530605002,0.77936112,Very High,77f0e8d4-33ff-457e-a008-dcee9d507729,530530605002,0.49674314,Very High,1.1391405,Very High,0.88331871,Very High,0.9979979,Very High,0.37960537,High,Block Group 2,53053060500,0.18000947,1.58012039,78.65497076,0.0555488,44.16052099,0.97922849,5.54782881,220.775,0.20253165,81.3,0.42,6,594100,0.64870611,0.0629235,0.92375377,0.46929134,2.81914894,105954,0.13207547,0.04086022,0.78480849,32.50653464,6.72018852,482.10332273,0.533126,90.15893137,2.47972498,0.46065959,0.5630357,0,1.60600185,1.94390283,-0.50225581,-1.11774222,1.31084362,-0.26029143,-0.33011422,-1.10245089,0.52898902,1.55793224,-0.44119536,2.8741613,1.55842518,-0.6619155,0.66254942,1.10910151,0.74539879,1.43452292,-1.05404454,-0.2993086,-0.74821932,-0.89599161,-0.2596223,-0.3111275,-0.91085344,0.82129372,0.00013164,0.53911227,-0.38472141,-0.41826844,,5026549.85980225,9361.37885015952
117,530530606001,0.41530015,High,64ad7efe-a8e8-4314-9e48-1901a3d4fabe,530530606001,-0.09178668,Low,0.89052034,Very High,0.94818985,Very High,0.48057604,High,-0.15099883,Low,Block Group 1,53053060600,2.1796751,0.61988415,73.72175981,0.04753396,46.37112842,0.91169978,4.71076047,370.675,0.15306122,81.6,0.26,10.7,618200,0.0967666,0.08842766,0.92375376,0.71503268,2.8362069,130511,0.17577796,0.06150794,1.02815258,32.57464118,6.76932432,371.02893338,0.57972097,93.06414413,3.42640989,0.51200477,1.64792104,0.00060101,-0.99304086,1.48778378,-0.51450541,-0.93324181,0.74336118,-0.34107694,-0.1079269,-1.31687807,0.56485477,0.3932353,0.03977299,3,-1.71160792,-0.30973144,0.66254924,2.66163141,0.77973145,2.32781675,-0.80229627,0.11708506,0.17787831,-0.63360109,0.36255748,-0.43097656,-0.07145576,0.93678807,0.48934788,0.79010341,0.63826834,0.60166993,,9716948.21899414,21895.5895594858
118,530530606002,0.5815419,Very High,724f63dd-14dd-4b5a-a30f-0bea2a8812b6,530530606002,0.07608217,High,0.7752421,Very High,1.18623321,Very High,1.05387501,Very High,-0.18372297,Low,Block Group 2,53053060600,0.13260645,1.47853995,75.94936709,0.04177887,26.38364226,0.86728972,10.17481195,187.55,0.44725738,81.6,0.24,4,582500,0.55400004,0.08660001,0.92375377,0.64523282,3.32,88342,0.04682997,0.0233463,1.02815258,32.57464118,6.76932432,525.97204439,0.57972097,85.74845298,3.8565597,0.53786778,1.73680834,0.00060973,1.33105711,1.69374581,-0.52330129,-2.60142555,0.37015799,0.18625895,-0.37936154,-0.04169885,0.56485477,0.24764819,-0.64586274,2.7720265,0.9973275,-0.33496925,0.66254928,2.22065402,1.75346462,0.79386278,-1.54510137,-0.65250407,0.17787831,-0.63360109,0.36255748,-0.26379323,-0.07145576,0.64595876,0.71163544,0.91652977,0.72208438,0.6164648,,3700974.79858398,9725.77688014657
119,530530606004,0.19069459,High,a4b05af2-74eb-4b38-94c7-5cc8167e32f7,530530606004,-0.12463273,Low,0.22938761,High,0.12019602,Moderate,0.85975194,Very High,-0.13122988,Moderate,Block Group 4,53053060600,0.08230975,1.21314974,62.00294551,0.03542879,40.553642,0.8517179,7.70274392,350.425,0.3480663,81.6,0.21,16.5,359200,0.48150004,0.08490001,0.92375374,0.58659924,2.02985075,57006,0.22014538,0,1.02815258,32.57464118,6.76932432,272.67546251,0.57972097,76.90483421,4.40887483,0.55363326,1.72900337,0.00046575,0.61273337,0.40427559,-0.53300652,-1.41877742,0.23929909,-0.05232046,-0.1379422,-0.47163788,0.56485477,0.02926751,0.6333084,0.80593168,0.56779238,-0.35844437,0.66254867,1.85022234,-0.84322624,-0.34602628,-0.54671771,-1.12331887,0.17787831,-0.63360109,0.36255748,-0.53709977,-0.07145576,0.29438793,0.99705409,0.99359635,0.7147247,0.37212674,,2297966.05841064,8605.76351650864
120,530530606005,0.35028717,High,73eb3283-bb8a-4a26-a9f1-b69a10b07c65,530530606005,0.14665933,High,0.39722278,Very High,0.94041101,Very High,0.40220264,High,-0.13505994,Low,Block Group 5,53053060600,0.07466185,1.07267925,69.57328386,0.02973072,47.58512379,0.95469256,6.29886021,164.575,0.28640777,81.6,0.18,9.7,357700,0.48150008,0.08490001,0.9237538,0.29690722,3.0375,97042,0.10545455,0.04285714,1.02815258,32.57464118,6.76932432,144.06910397,0.57972097,85.05701637,4.56923789,0.56685618,1.73370706,0.00038264,0.23252609,1.10422043,-0.54171525,-0.83192005,1.10465413,-0.18780935,-0.41341594,-0.73889384,0.56485477,-0.18911316,-0.0625607,0.79272459,0.56779259,-0.35844436,0.66255016,0.02002344,1.18487524,1.11033696,-1.20739442,-0.25903742,0.17787831,-0.63360109,0.36255748,-0.6758658,-0.07145576,0.61847126,1.07992455,1.05823405,0.71916004,0.23108282,,2080046.78106689,7391.08805790109
121,530530607001,0.55526755,Very High,f2351463-6c21-4ed2-870c-bd9da8783a28,530530607001,0.28191205,Very High,0.49922654,Very High,0.74075599,Very High,1.08609496,Very High,0.16834819,High,Block Group 1,53053060700,0.12044047,1.07423842,70.25,0.04421445,54.76432035,0.92638037,10.04281232,305.875,0.28571429,79,0.29,6.3,355500,0.56182907,0.07530206,0.92375375,0.63359639,2.09259259,100417,0.08529156,0,0.90448747,32.55294641,6.73908661,627.79748622,0.55894992,91.99867278,2.58306542,0.48415175,0.49464666,0,0.23674626,1.16678883,-0.51957884,-0.23273419,0.86673058,0.17351966,-0.20397586,-0.7418997,0.25401826,0.61161598,-0.41049525,0.7733542,1.04371153,-0.49098135,0.66254885,2.14713812,-0.71694536,1.23310711,-1.32354334,-1.12331887,-0.29275553,-0.71718341,-0.02032611,-0.15392376,-0.44564152,0.89443113,0.05353465,0.6539492,-0.44920867,-0.41826844,,3364649.62646484,7597.17760891692
122,530530607002,0.24375762,High,2dc81504-c3f3-417f-bc09-111b2b932de3,530530607002,-0.24112089,Low,0.00095677,Moderate,0.51633011,High,0.73808854,Very High,0.20453356,High,Block Group 2,53053060700,0.11973063,0.39518625,70.79407806,0.05359429,59.78308632,0.75892857,6.14116789,195.3,0.68211921,79,0.19,9.9,317000,0.48150004,0.08490001,0.92375379,0.50956938,2.66666667,63393,0.20791075,0,0.90448747,32.55294641,6.73908661,92.63999943,0.55894992,99.26321603,2.80140661,0.51238216,0.57149151,0,-1.60122397,1.21709367,-0.50524302,0.18613908,-0.54046285,-0.20302825,-0.36787421,0.97629852,0.25401826,-0.1163196,-0.04209396,0.43437233,0.56779238,-0.35844431,0.66254976,1.36356769,0.43849685,-0.11369058,-0.61719531,-1.12331887,-0.29275553,-0.71718341,-0.02032611,-0.73135771,-0.44564152,1.1832271,0.16636634,0.79194819,-0.37674802,-0.41826844,,3326096.7265625,7577.8168587658
123,530530613006,-0.48981773,Very Low,43dd71d3-eaf6-4d28-843e-63e415651c21,530530613006,-0.11539227,Low,-0.6909594,Very Low,-1.15850642,Very Low,-0.0623771,Moderate,-0.42185347,Low,Block Group 6,53053061300,0.09386187,1.22869374,58.23529412,0.09289415,56.74804074,0.7260274,7.48035315,637.625,0.82291667,75.9,0.14,19.7,186600,0.44100006,0.12192583,0.88831112,0.26453488,2.26701571,46375,0.58451817,0.1540404,1.1229791,32.66605229,6.79802896,826.5214649,0.60281136,95.4231566,4.15209633,0.63582328,1.69114535,0,0.65480585,0.05592285,-0.44517854,-0.06717009,-0.81695028,-0.07378341,0.28775624,1.5865784,-0.1165945,-0.48028739,0.96077621,-0.71376365,0.3278453,0.15284096,-0.2400162,-0.18449654,-0.36588295,-0.73274317,1.55225226,1.98314728,0.5387608,-0.28142623,0.72602877,0.06049905,0.34451232,1.03056868,0.86435924,1.39536659,0.67902658,-0.41826844,,2622360.98175049,7099.24214774437
124,530530608005,0.68698421,Very High,34a5092f-d319-4bbe-9212-e3db96112543,530530608005,0.06126501,High,0.54396684,Very High,0.96350018,Very High,1.24168265,Very High,0.62450636,Very High,Block Group 5,53053060800,0.13587999,0.97504082,70.85828343,0.08007536,57.8922732,0.85902256,1.11675978,89.15,0,77.8,0.16,0,259400,0.66600008,0.06386667,0.95017799,0.50291036,2.7,79394,0.01009251,0,0.8117389,32.47979346,6.68537623,146.65093348,0.53240857,89.7321634,1.32228988,0.23794235,0.20535801,0,-0.03174894,1.22303002,-0.46477031,0.02832916,0.30068428,-0.68793414,-0.52521366,-1.98031465,0.11055525,-0.33470028,-1.0551975,-0.07277976,1.66088544,-0.64889133,1.33545609,1.32149775,0.50558704,0.46836727,-1.75672754,-1.12331887,-0.64572993,-0.99901596,-0.70043143,-0.67308001,-0.92377777,0.80432791,-0.59799351,-0.5495985,-0.72199263,-0.41826844,,3776298.13421631,9471.02084911569
125,530530605005,0.73182947,Very High,67bf1c61-b303-4e17-b3cf-851692a1afd7,530530605005,0.79507275,Very High,0.57471436,Very High,0.50506348,High,1.26520394,Very High,0.51909281,High,Block Group 5,53053060500,0.12676781,1.47859186,72.94264339,0.47658039,58.29319149,0.95707071,15.45477216,240.575,0.36893204,81.3,0.22,4.6,443800,0.62714574,0.04555923,0.92375373,0.62073491,1.88505747,94643,0.13997879,0,0.78480849,32.50653464,6.72018852,132.46198802,0.533126,99.13840342,1.41161527,0.2903483,0.23400413,0,1.33119762,1.41574757,0.14123369,0.06179036,1.1246391,0.69582819,-0.30076593,-0.38119632,0.52898902,0.10206107,-0.58446252,1.55081131,1.4306881,-0.90169662,0.66254843,2.06588261,-1.1346525,1.02307011,-1.00851746,-1.12331887,-0.74821932,-0.89599161,-0.2596223,-0.68838986,-0.91085344,1.17826528,-0.55183302,-0.29342201,-0.69498085,-0.41826844,,3564549.65869141,9097.03230156127
126,530530608004,0.57821909,Very High,54a7536d-486d-4647-a76f-ea95ff641815,530530608004,-0.09255335,Low,0.63249066,Very High,0.71920957,Very High,1.04458134,Very High,0.5873672,High,Block Group 4,53053060800,0.13418687,0.49269637,63.81322957,0.21151629,58.04764017,0.94247788,2.34808401,147.425,0,77.8,0.18,0,313000,0.63831747,0.06417961,0.95017805,0.4047619,3,84821,0.16938776,0.04268293,0.8117389,32.47979346,6.68537623,468.48514739,0.53240857,89.39357614,1.23918717,0.22256318,0.19915779,0,-1.33729625,0.57165239,-0.26388073,0.0412963,1.00200717,-0.56909897,-0.4388363,-1.98031465,0.11055525,-0.18911316,-1.0551975,0.39915344,1.49687641,-0.64456999,1.33545765,0.70142132,1.10939877,0.66578168,-0.83910708,-0.26255076,-0.64572993,-0.99901596,-0.70043143,-0.32582148,-0.92377777,0.79086765,-0.64093831,-0.62477663,-0.72783911,-0.41826844,,3734342.27728271,9441.59670014757
127,530530604001,0.70517792,Very High,e80b81b6-4d6b-4998-8c3b-edaaa61654cd,530530604001,0.08728656,High,0.80280326,Very High,1.20708326,Very High,0.50180125,High,0.92691525,Very High,Block Group 1,53053060400,1.94787741,0.67368411,77.15430862,0.12747527,47.01130326,1,1.53808052,256.075,0.80434783,81.8,0.48,5.8,616000,0.17977247,0.05041187,0.92400137,0.56653992,2.41935484,148145,0.07898089,0.0280112,0.69701794,32.41168366,6.64219891,27.25468591,0.50419528,93.0297689,0.25957457,0.17002632,0.18369321,0,-0.84742213,1.80515332,-0.39232599,-0.87981192,1.48539855,-0.64727245,-0.27779126,1.50609265,0.58876527,1.99469359,-0.46166209,3,-1.21982948,-0.83468705,0.66885464,1.72349279,-0.0592691,2.96927717,-1.35989594,-0.55842903,-1.08232492,-1.26141908,-1.24716235,-0.80190834,-1.43203375,0.93542151,-1.14717052,-0.88159305,-0.7424214,-0.41826844,,11409741.8967896,21440.9466017352
128,530530604002,1.0263994,Very High,8c0fcfb3-e069-4355-bb93-1b5697a6493c,530530604002,0.65625159,Very High,0.82375009,Very High,1.30614653,Very High,1.43893335,Very High,0.90691545,Very High,Block Group 2,53053060400,0.13031137,1.51696482,75,0.0511985,56.004189,1,8.75507145,130.1,0,81.8,0.27,9,416300,0.67392909,0.0492146,0.9344454,0.65175097,2.40350877,141042,0,0.01652893,0.69701794,32.41168366,6.64219891,60.46161401,0.50419528,97.0108102,0.28813996,0.17901336,0.19576225,0,1.43506056,1.60596841,-0.50890467,-0.12925301,1.48539855,0.04923972,-0.46451605,-1.98031465,0.58876527,0.46602886,-0.13419428,1.30868141,1.70786182,-0.85122014,0.93481741,2.26183404,-0.09116257,2.71089601,-1.81486548,-0.78998718,-1.08232492,-1.26141908,-1.24716235,-0.76607813,-1.43203375,1.09368455,-1.13240885,-0.83766162,-0.73104093,-0.41826844,,3646034.10180664,8608.74291083686
129,530530635023,-0.28370015,Low,d5ee2633-a7b0-4103-ae42-986bdb8e875f,530530635023,-0.64617827,Very Low,-0.14775196,Low,-0.39410212,Low,-0.2596519,Moderate,0.0291835,Moderate,Block Group 3,53053063502,0.2706209,0.65264324,43.10148233,0.2129902,55.4448463,0.72270742,4.64990434,749.475,0.48148148,75.5,0.19,7.8,233300,0.33894261,0.10533334,0.90728487,0.12259372,1.65517241,52857,0.21361502,0.05899705,0.89952541,33.15162157,6.72267186,728.10529186,0.61408473,50.26530648,0.98352195,0.17862373,0.18095899,0,-0.90437282,-1.34333211,-0.26162805,-0.17593654,-0.84484992,-0.34695017,0.45354444,0.10664387,-0.16441551,-0.1163196,-0.25699471,-0.30258305,-0.27680655,-0.07628275,0.24316013,-1.08124392,-1.59734348,-0.49695172,-0.58433584,0.06644911,-0.31163969,1.5893014,-0.2281772,-0.04569182,0.54759953,-0.76464469,-0.77305785,-0.83956628,-0.74499963,-0.41826844,,7458338.88421631,12833.8081919461
130,530530723123,-0.00466702,Moderate,527cfcfd-fbaf-49de-9923-3e28301a8fd7,530530723123,-0.0572362,Moderate,0.26046488,High,-0.19244252,Low,-0.44557481,Low,0.41145356,High,Block Group 3,53053072312,0.12208333,1.40222455,34.18181818,0.24624863,63.10865035,0.95016077,1.827414,308.775,0.50543478,78.7,0.24,5.4,336400,0.21500655,0.1246474,0.90728355,0.16332378,2.51315789,39097,0.49301144,0,0.67080319,32.74305621,6.67288743,947.27626535,0.51296357,27.23501207,1.52461073,0.25625594,0.63093927,0.00213729,1.12449651,-2.16803407,-0.21079707,0.46369534,1.06657095,-0.61934886,-0.19967737,0.21046831,0.21815251,0.24764819,-0.50259557,0.60518398,-1.01108087,0.19042285,0.24312645,-0.82392196,0.12952885,-0.99749019,1.0251276,-1.12331887,-1.18209069,0.01524279,-0.85857028,0.19079326,-1.27407493,-1.68019519,-0.49344061,-0.46007599,-0.32069191,3,,2406537.76098633,7832.79508049742
131,530530716011,-0.2926323,Low,076307c8-8059-47a2-be10-ee92df12f875,530530716011,-0.28077861,Low,-0.08209121,Moderate,-0.72006953,Very Low,-0.4448255,Low,0.06460334,Moderate,Block Group 1,53053071601,0.70722446,0.51752908,43.59626802,5.04695661,60.24817214,0.61153263,2.41288605,41.825,0.47494033,75.3,0.05,0,183500,0.01957861,0.03606667,0.93032796,0.06056466,2.3843717,46641,0.54820068,0.08964365,0.79990296,33.27651765,6.7397347,394.16940149,0.60567269,35.96744359,2.09413914,0.15383841,0.15109147,0,-1.27008227,-1.29758479,3,0.2249558,-1.77911548,-0.56284493,-0.59536052,0.07829158,-0.18832601,-1.13542942,-1.0551975,-0.74105829,-2.16891758,-1.03277834,0.82996459,-1.47312736,-0.12967986,-0.72306706,1.34304533,0.68448587,-0.69077409,2.07048206,-0.01211973,-0.40600804,0.39605845,-1.33304452,-0.19912669,-0.96072457,-0.77316312,-0.41826844,,967919.307556152,19866.7466674007
132,530530716012,-0.18283504,Moderate,774c41bd-ca5b-4bf6-b447-6ad2f9ad07e4,530530716012,-0.2159162,Low,0.26624714,High,-0.63467553,Very Low,-0.37447328,Low,0.04464267,Moderate,Block Group 2,53053071601,0.84969124,0.82127917,50.59907834,0.48954904,69.60230299,0.75559701,0,31.7,0.17857143,75.3,0.12,0,215400,0.00406236,0.04244139,0.93032797,0.13359148,1.846543,52155,0.28226415,0.10493827,0.79990296,33.27651765,6.7397347,106.61542128,0.60567269,75.56011902,1.0981443,0.1300617,0.12659589,0,-0.447931,-0.65011295,0.16105451,1.00566473,-0.56845983,-0.79571269,-0.61036817,-1.20630531,-0.18832601,-0.62587451,-1.0551975,-0.4601876,-2.26084554,-0.94475055,0.82996478,-1.01176291,-1.21217079,-0.52248791,-0.18888244,0.99292583,-0.69077409,2.07048206,-0.01211973,-0.71627825,0.39605845,0.24092988,-0.71382471,-1.0769525,-0.79626117,-0.41826844,,245780.400024414,8269.4118233238
133,530530717032,-0.50619129,Very Low,59316a1c-13fd-4d0e-a3d4-224884b98230,530530717032,-0.92351036,Very Low,0.10505138,Moderate,-0.09795477,Moderate,-1.71097404,Very Low,0.09643133,High,Block Group 2,53053071703,0.18184251,0.03154687,35.79881657,0.59806684,58.78253243,0.72213501,2.88855062,83.125,0.5,72.7,0.29,0,167200,0.03226301,0.28717305,0.83869976,0.16520894,2.2654321,47583,0.39443313,0,1.01343055,33.15275294,6.7033418,313.21589248,0.60758572,37.86956046,1.20769998,0.20575369,0.15860116,0,-2.58547581,-2.01852825,0.3269092,0.10263145,-0.84966026,-0.51693851,-0.53414413,0.18691151,-0.49916252,0.61161598,-1.0551975,-0.88457529,-2.09376735,2.43472102,-1.50339578,-0.81201202,-0.36907029,-0.68880055,0.45726712,-1.12331887,0.12185051,1.59366018,-0.47294316,-0.49335672,0.43052134,-1.25742742,-0.65720987,-0.70694664,-0.76608188,-0.41826844,,556030.8984375,7724.8292504488
134,530530717051,-0.47716584,Very Low,527dedb9-12e9-4540-a2a8-db30684af202,530530717051,-0.43665597,Very Low,-0.22023859,Low,-0.96389069,Very Low,-0.70387499,Very Low,-0.06116899,Moderate,Block Group 1,53053071705,0.37374106,0.09818345,48.43492586,0.48725967,64.82031341,0.80888031,8.16162198,14.425,0.71043771,75.4,0.1,3.4,197500,0.02515246,0.05245934,0.88922483,0.09283196,2.21168831,39808,0.52472325,0.11515152,0.81863541,33.27109935,6.69042022,1891.34126211,0.59497373,58.37107121,0.72495005,0.15888604,0.13143663,0,-2.40511256,-0.85020801,0.15755552,0.60655315,-0.12068977,-0.00803412,-0.63597381,1.09904373,-0.17637076,-0.77146163,-0.70726295,-0.61779216,-2.13589462,-0.80641378,-0.21674815,-1.26927095,-0.47724072,-0.97162661,1.20780353,1.1988919,-0.61948378,2.04960725,-0.63656215,1.20943766,0.20331912,-0.44240664,-0.90667947,-0.9360502,-0.7916966,-0.41826844,,631321.913208008,8925.5666324917
